Ano;Período;Tipo Avaliacao;Professor;Departamento;Disciplina;Turma;A turma se mostrou motivada para estudar a disciplina.;A turma teve facilidade para acompanhar acompanhar as atividades da disciplina;A turma se empenhou em acompanhar as atividades da disciplina.;Você apresentou plano de ensino contendo: ementa, objetivos, metodologias de ensino, critérios de avaliação, conteúdos e bibliografia da disciplina.;Os conteúdos trabalhados na disciplina foram coerentes com os que foram apresentados no plano de ensino.;Você deu retorno sobre todas as avaliações realizadas: correções, discussão dos pontos principais, esclarecimentos sobre os erros cometidos.;Os recursos didáticos, audiovisuais, tecnológicos empregados pelo(a) docente contribuíram para que a aula fosse mais produtiva.;Você cumpriu a carga horária prevista no semestre para a disciplina.;O grau de dificuldade das avaliações foi compatível com as aulas ministradas.;A disciplina contribuiu na preparação para o exercício profissional.;A disciplina contribuiu para a aquisição de formação teórica/prática na área. ;A disciplina contribuiu para a aquisição de cultura geral.;Você dispôs de horário de atendimento extra-classe.; As notas de todas as avaliações parciais foram divulgadas no SIGA até 3 (três) dias antes da data da avaliação subsequente, conforme determina o RAG. ;Você manteve um comportamento respeitoso e cortês em relação aos discentes.
2019;3;DOCENTE_TURMA;26DB00A7AFA46C597D86CA639FCEABB6;DEPTO DE CIENCIA DA COMPUTACAO /ICE;66FE7F5FAAF205CD6C92195B4773E865;A;5;5;5;5;5;4;4;5;5;4;5;4;5;5;5
2019;3;DOCENTE_TURMA;26DB00A7AFA46C597D86CA639FCEABB6;DEPTO DE CIENCIA DA COMPUTACAO /ICE;6D77B2A69522D82F3111ECA02787CDC2;A;4;4;4;4;4;3;4;5;5;4;4;3;5;4;5
2019;3;DOCENTE_TURMA;26DB00A7AFA46C597D86CA639FCEABB6;DEPTO DE CIENCIA DA COMPUTACAO /ICE;6D77B2A69522D82F3111ECA02787CDC2;B;4;4;4;4;4;3;4;5;5;4;4;3;5;4;5
2019;3;DOCENTE_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;8FCED48C86A05DB2A248E4CFF507F745;A;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;558940772B1DE73B5C7CA443A98A3617;A;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;F2C2871FC26D2C905EE2C871735909BE;DEPTO DE CIENCIA DA COMPUTACAO /ICE;0C4EB660B97459CA66165DF661587F1E;A;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;79E460A62FE701E3B2FED30311BE9E3F;DEPTO DE MATEMATICA /ICE;02ED28DE295CE0627C5E1A9B26860060;D;2;5;2;5;5;5;4;5;5;4;4;5;5;5;5
2019;3;DOCENTE_TURMA;4EAC7FD1626C8BF84138B9C0BCCC23E9;DEPTO DE CIENCIA DA COMPUTACAO /ICE;FEEBDE93276579A8987B8A73BE6B5C4E;A;4;4;5;5;4;4;5;5;5;4;5;5;5;4;5
2019;3;DOCENTE_TURMA;4EAC7FD1626C8BF84138B9C0BCCC23E9;DEPTO DE CIENCIA DA COMPUTACAO /ICE;0BF856944324F727E020257996B791E5;A;2;2;2;5;4;4;5;5;5;5;5;5;5;4;5
2019;3;DOCENTE_TURMA;76F2223BB1707B2A6654FF7DC1556A57;DEPARTAMENTO DE EDUCAÇÃO;BB83EDE139C5C73090FCF23E005CA9BC;A;4;5;4;5;5;5;3;5;5;5;5;5;0;0;5
2019;3;DOCENTE_TURMA;76F2223BB1707B2A6654FF7DC1556A57;DEPARTAMENTO DE EDUCAÇÃO;68E5A45D24C486E6C26F40A2ACC9D9A1;A;2;2;2;5;4;5;3;5;5;4;4;4;0;0;5
2019;3;DOCENTE_TURMA;76F2223BB1707B2A6654FF7DC1556A57;DEPARTAMENTO DE EDUCAÇÃO;68E5A45D24C486E6C26F40A2ACC9D9A1;B;2;4;1;5;4;5;3;5;5;4;4;4;0;0;5
2019;3;DOCENTE_TURMA;60222F35E251D39D50D4421BF4D42C13;DEPARTAMENTO DE EDUCAÇÃO;EB68FA782BF864938E1C9074403759F6;A;5;5;4;5;5;4;5;4;5;5;5;5;4;2;5
2019;3;DOCENTE_TURMA;60222F35E251D39D50D4421BF4D42C13;DEPARTAMENTO DE EDUCAÇÃO;1B5E76E6063A397494E7316CF1392D9E;A;5;5;5;5;5;4;5;4;5;5;5;5;4;2;5
2019;3;DOCENTE_TURMA;60222F35E251D39D50D4421BF4D42C13;DEPARTAMENTO DE EDUCAÇÃO;934105B17403EFE207B944CB9574E239;O;5;5;4;0;0;5;5;5;5;5;5;5;5;2;5
2019;3;DOCENTE_TURMA;8698D0D0B996A5DEF6EE19FFCBF99B39;DEPTO DE QUIMICA /ICE;B0886C0331D86990671AA4856C2184F6;A;4;4;4;4;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;8698D0D0B996A5DEF6EE19FFCBF99B39;DEPTO DE QUIMICA /ICE;01492ABDF834462B8294387CED697A49;A;4;3;4;4;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;49C7CCC31B558E32A9D88B833C7C1F79;DEPARTAMENTO DE EDUCAÇÃO;C85FF4543DDD6D731495ABC8E1841D5F;A;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;49C7CCC31B558E32A9D88B833C7C1F79;DEPARTAMENTO DE EDUCAÇÃO;9013F603D0E517FC31BE37CCCDA66957;A;4;5;4;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;49C7CCC31B558E32A9D88B833C7C1F79;DEPARTAMENTO DE EDUCAÇÃO;EABC7E229268E5B3925A29FB80A9838B;A;2;4;2;5;5;5;5;5;5;5;5;2;5;5;5
2019;3;DOCENTE_TURMA;49C7CCC31B558E32A9D88B833C7C1F79;DEPARTAMENTO DE EDUCAÇÃO;EC479C1FDA5FC9AE0ABB9B4EFB368996;A;5;5;2;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;49C7CCC31B558E32A9D88B833C7C1F79;DEPARTAMENTO DE EDUCAÇÃO;934105B17403EFE207B944CB9574E239;DX;3;3;3;5;5;5;5;5;5;5;5;3;0;5;5
2019;3;DOCENTE_TURMA;B658D3A4B835468FF16BA899E4494C92;DEPTO DE CIENCIAS ADMINISTRATIVAS;8E05B11F04E57D76994BE6F0BF4EAD84;A;1;2;4;5;5;5;4;5;4;2;3;5;5;5;5
2019;3;DOCENTE_TURMA;C2843F69DACFE1B39D6A74008A61A395;DEPTO DE MATEMATICA /ICE;BF48E832877242666F8F7DBCF5314B8F;E;1;0;0;5;5;4;0;5;0;5;5;0;5;5;5
2019;3;DOCENTE_TURMA;C2843F69DACFE1B39D6A74008A61A395;DEPTO DE MATEMATICA /ICE;BAFD084BD32F71A9C45CB8E3510DA2FE;C;4;4;4;5;5;4;3;5;5;4;4;0;5;5;5
2019;3;DOCENTE_TURMA;DB3EFFECE8539CB0B850C280297F14EC;DEPTO MATERNO INFANTIL /MED;73BA5D210EA33D77EB389320658D6EDF;A;4;4;4;0;4;0;4;5;4;5;4;5;4;5;5
2019;3;DOCENTE_TURMA;DB3EFFECE8539CB0B850C280297F14EC;DEPTO MATERNO INFANTIL /MED;60A100F621E39ED155EE2F6409C3D986;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;DB3EFFECE8539CB0B850C280297F14EC;DEPTO DE CLINICA MEDICA /MED;8E3408A27A1E58389745DA45F0D2B3E0;H;2;;2;4;2;3;3;5;3;1;1;1;3;5;5
2019;3;DOCENTE_TURMA;3076807C2795A5C9E4877B5194B0AE18;DEPTO DE CIENCIA DA RELIGIAO /ICH;FAB625E02B525D0C79CB3D6FB1A96A39;A;4;4;4;4;5;4;0;5;5;5;4;5;4;5;5
2019;3;DOCENTE_TURMA;18008082F46D9ECFB73AF038FCA2020D;DEPTO DE LETRAS;E94144CB8860783807A734D27990C3E0;A;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5
2019;3;DOCENTE_TURMA;18008082F46D9ECFB73AF038FCA2020D;DEPTO DE LETRAS;F36F7558D1EF60216FFD0A5164C6BE39;A;5;4;5;5;5;5;5;5;5;5;5;5;4;3;5
2019;3;DOCENTE_TURMA;0A516D83EEB86673CCE426BE1255D47C;DEPTO DE FST CARDIORRESPIRATÓRIA E MÚSCULOESQUELÉTICA;7CDCF5FCDCDDD3F508F3AF68861C75F2;A;5;4;4;5;5;5;5;5;5;5;5;5;3;5;5
2019;3;DOCENTE_TURMA;3F188C0A25438177C70713974DADB21E;DEPTO DE CIRCUITOS ELETRICOS /ENG;F530F1964DCF8DD46C4D863CC66241CF;A;3;4;5;4;5;4;5;5;5;4;3;2;3;3;5
2019;3;DOCENTE_TURMA;3F188C0A25438177C70713974DADB21E;DEPTO DE CIRCUITOS ELETRICOS /ENG;CD54BF9E36C4D32FE93FE7829E9DE60C;D;4;5;4;5;5;3;5;5;5;4;5;2;2;2;5
2019;3;DOCENTE_TURMA;3F188C0A25438177C70713974DADB21E;DEPTO DE CIRCUITOS ELETRICOS /ENG;324B35EDC7006A23B74DE1DFD0556241;A;4;4;3;5;5;4;5;5;5;4;4;2;2;4;5
2019;3;DOCENTE_TURMA;3F188C0A25438177C70713974DADB21E;DEPTO DE CIRCUITOS ELETRICOS /ENG;EA16AC2199063753BB8A6916BA25F34A;A;4;3;4;5;4;5;5;4;5;5;5;4;3;5;5
2019;3;DOCENTE_TURMA;66497D9210BC9DD9A0582A424BF661FA;DEPTO DE GEOCIENCIAS /ICH;5321DC93D7FBACD14AA119BD35FDF5F6;A;5;3;4;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;66497D9210BC9DD9A0582A424BF661FA;DEPTO DE GEOCIENCIAS /ICH;DC90E0E4642616B3EA09A798ED852DC1;A;4;2;3;5;5;5;4;5;5;4;4;3;5;3;5
2019;3;DOCENTE_TURMA;66497D9210BC9DD9A0582A424BF661FA;DEPTO DE GEOCIENCIAS /ICH;C1BF23420169C44A61BED5A0B27BFD93;A;5;3;4;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;82FB2D02E394FE2A3D863A6FEDED3C8F;DEPTO DE ECONOMIA /ECO;7A85F83302C55E15DB2D966443757816;A;4;4;4;5;5;5;4;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;82FB2D02E394FE2A3D863A6FEDED3C8F;DEPTO DE ECONOMIA /ECO;7A85F83302C55E15DB2D966443757816;B;4;4;4;5;5;5;4;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;BAFFF7394C959AD4C82DFBD5B9CF942F;DEPTO DE PROJ., REP. E TEC. DA ARQUITETURA E DO URBANISMO;3CD5F83C362CED5C3ED8E5D9F12FDDF4;A;2;1;3;5;5;5;5;5;5;5;5;5;5;3;5
2019;3;DOCENTE_TURMA;BAFFF7394C959AD4C82DFBD5B9CF942F;DEPTO DE PROJ., REP. E TEC. DA ARQUITETURA E DO URBANISMO;63A31B78ACE0A04F5FD5711F590651D5;B;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;BAFFF7394C959AD4C82DFBD5B9CF942F;DEPTO DE PROJ., REP. E TEC. DA ARQUITETURA E DO URBANISMO;EFA2AC1CC0C26FF06D41A7949D1C14DA;B;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;2BE8BEBA288692A039CD403EC1D05C12;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;2BE8BEBA288692A039CD403EC1D05C12;B;5;5;5;5;5;4;5;5;5;5;5;5;5;3;5
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;2BE8BEBA288692A039CD403EC1D05C12;C;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;2BE8BEBA288692A039CD403EC1D05C12;D;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;2BE8BEBA288692A039CD403EC1D05C12;E;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;2BE8BEBA288692A039CD403EC1D05C12;F;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;F53A5A99B5F7040B0ED69EC68F94832D;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;F53A5A99B5F7040B0ED69EC68F94832D;B;5;5;5;5;5;4;5;5;5;5;5;5;5;3;5
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;F53A5A99B5F7040B0ED69EC68F94832D;C;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;F53A5A99B5F7040B0ED69EC68F94832D;D;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;F53A5A99B5F7040B0ED69EC68F94832D;E;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;F53A5A99B5F7040B0ED69EC68F94832D;F;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;D75933A5415A7EAA179914C44DF4A317;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;D75933A5415A7EAA179914C44DF4A317;B;5;5;5;5;5;4;5;5;5;5;5;5;5;3;5
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;D75933A5415A7EAA179914C44DF4A317;C;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;D75933A5415A7EAA179914C44DF4A317;D;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;D75933A5415A7EAA179914C44DF4A317;E;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;8B39F64375DC78EE9158E540857BB6C7;DEPTO FUNDAMENTOS SERV SOCIAL /SSO;D75933A5415A7EAA179914C44DF4A317;F;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;8B77B85C2A780EF3EA2AE6EA9A964695;DEPARTAMENTO DE EDUCAÇÃO;B804922964B9400A76EBF3ADA2DB5C4F;A;5;5;3;5;5;5;5;5;5;5;5;5;5;4;5
2019;3;DOCENTE_TURMA;6D87A04F2DB903E859327A29E5965279;DEPTO DE FISICA /ICE;9059E38EC5D22C3CB1863B83B91E04FD;A;4;4;3;5;5;5;3;5;5;5;5;4;3;5;5
2019;3;DOCENTE_TURMA;AA011A316F409A5D18A497DDF2A8F930;DEPTO DE ODONT SOCIAL E INFANTIL /ODON;62302379AACD95121AD44EB825214961;T;4;5;4;5;5;5;5;5;5;5;5;5;0;5;5
2019;3;DOCENTE_TURMA;AA011A316F409A5D18A497DDF2A8F930;DEPTO DE ODONT SOCIAL E INFANTIL /ODON;3130699BACB43FE2CB789CD271243BE9;T;4;4;4;5;5;5;5;5;5;5;5;5;0;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;E65DA04AD542318AB45C6B224BEE6EEF;DEPTO DE FINANCAS E CONTROLADORIA;7FED8777F614104235B349190CF5ED80;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;E65DA04AD542318AB45C6B224BEE6EEF;DEPTO DE FINANCAS E CONTROLADORIA;7FED8777F614104235B349190CF5ED80;B;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;E65DA04AD542318AB45C6B224BEE6EEF;DEPTO DE FINANCAS E CONTROLADORIA;927B308D217AA832D90CFEE94A0D471B;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;2F5F875B2546CA658DB2D682EC29F836;DEPTO DE CLINICA MEDICA /MED;69EE553B4824C87703B93794083E5F96;A;5;4;5;5;5;4;5;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;2F5F875B2546CA658DB2D682EC29F836;DEPTO DE CLINICA MEDICA /MED;69EE553B4824C87703B93794083E5F96;B;5;4;5;5;5;4;5;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;2F5F875B2546CA658DB2D682EC29F836;DEPTO DE CLINICA MEDICA /MED;209CDEE7A782E22D96B8DB983D820E22;A;5;5;5;5;5;4;5;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;2F5F875B2546CA658DB2D682EC29F836;DEPTO DE CLINICA MEDICA /MED;209CDEE7A782E22D96B8DB983D820E22;B;5;5;5;5;5;4;5;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;2F5F875B2546CA658DB2D682EC29F836;DEPTO DE CLINICA MEDICA /MED;9ABA617D722D54E0EA431FECF1524E85;A;4;4;4;5;5;4;5;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;2F5F875B2546CA658DB2D682EC29F836;DEPTO DE CLINICA MEDICA /MED;9ABA617D722D54E0EA431FECF1524E85;B;4;4;4;5;5;4;5;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;66B6E93C0FAE1749DFB20567677A2823;DEPTO DE MORFOLOGIA /ICB;A3CD5A24264FBC04C877B79B6CC9470F;A;5;5;5;5;5;4;5;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;66B6E93C0FAE1749DFB20567677A2823;DEPTO DE MORFOLOGIA /ICB;BEFCB781CC3E1EBF72DB15CDBCC46033;A;4;5;4;5;5;4;5;5;5;4;5;3;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;BBBAC6FCBF1A557EB95C358C988DF361;DEPARTAMENTO DE EDUCAÇÃO;14DEE4F9214BF3241D3DC2065739BCEE;A;4;5;5;5;5;5;5;5;5;5;5;5;5;1;5
2019;3;DOCENTE_TURMA;BBBAC6FCBF1A557EB95C358C988DF361;DEPARTAMENTO DE EDUCAÇÃO;2A539381544A9C5537288F9604060C65;A;4;5;5;5;5;3;5;5;5;5;5;5;3;1;5
2019;3;DOCENTE_TURMA;0E09B87BB878E72B607EBF67706102E5;DEP Farmacia - Campus Governador Valadares;0DFE00E7A3CFE520D5720081323EF877;A;2;1;1;4;3;5;5;3;5;5;5;2;5;4;5
2019;3;DOCENTE_TURMA;0E09B87BB878E72B607EBF67706102E5;DEP Farmacia - Campus Governador Valadares;AF2A86EF08DC54E399EBB6C9B37443BE;A;2;1;1;4;3;5;5;4;5;5;5;2;5;4;5
2019;3;DOCENTE_TURMA;0E09B87BB878E72B607EBF67706102E5;DEP Farmacia - Campus Governador Valadares;8CE254B29E7A02F14BCD5F64DC79B544;A;3;3;3;4;3;5;5;4;5;5;5;2;5;4;5
2019;3;DOCENTE_TURMA;0E09B87BB878E72B607EBF67706102E5;DEP Farmacia - Campus Governador Valadares;8CE254B29E7A02F14BCD5F64DC79B544;B;3;3;3;4;3;5;5;4;5;5;5;2;5;4;5
2019;3;DOCENTE_TURMA;07270828BC1DACAFABB627FD934A4B13;DEP Administração - Campus Governador Valadares;1C4C1CFE41D0DAF97B0FC3A16DF64847;A;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;07270828BC1DACAFABB627FD934A4B13;DEP Administração - Campus Governador Valadares;006793483C8A4C82F6F56964B1243CE0;A;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;07270828BC1DACAFABB627FD934A4B13;DEPTO DE CIENCIAS ADMINISTRATIVAS;597023A42637BE76CCC6111C976C5E04;A;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;07270828BC1DACAFABB627FD934A4B13;DEPTO DE CIENCIAS ADMINISTRATIVAS;597023A42637BE76CCC6111C976C5E04;B;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;07270828BC1DACAFABB627FD934A4B13;DEP Administração - Campus Governador Valadares;4B0AE0104DAE0C45C964E6BE10C98912;A;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;6F8CB2B505F3968BB464899CE26C32D5;DEPARTAMENTO DE CIÊNCIAS BÁSICAS DA VIDA;A01F3B78266AA030BEE14EB8BC6C7039;A;4;4;4;5;5;1;3;5;5;5;5;1;3;5;5
2019;3;DOCENTE_TURMA;6F8CB2B505F3968BB464899CE26C32D5;DEP MEDICINA - CAMPUS GOVERNADOR VALADARES;2A0FE38422EC2BAAC2B5A85AB4AF316F;C;4;4;4;5;5;1;3;5;5;5;5;1;3;5;5
2019;3;DOCENTE_TURMA;6F8CB2B505F3968BB464899CE26C32D5;DEPARTAMENTO DE CIÊNCIAS BÁSICAS DA VIDA;7A35E76C8D69E05DB45019CE248504D4;B;4;3;3;5;5;1;3;5;5;5;5;1;3;5;5
2019;3;DOCENTE_TURMA;6F8CB2B505F3968BB464899CE26C32D5;DEPARTAMENTO DE CIÊNCIAS BÁSICAS DA VIDA;932370D7B80651C690FE266EA7BCE3CE;C;4;3;3;5;5;5;3;5;5;5;5;1;3;5;5
2019;3;DOCENTE_TURMA;6F8CB2B505F3968BB464899CE26C32D5;DEPARTAMENTO DE CIÊNCIAS BÁSICAS DA VIDA;932370D7B80651C690FE266EA7BCE3CE;D;4;3;3;5;5;5;3;5;5;5;5;1;3;5;5
2019;3;DOCENTE_TURMA;0B116D66F5A786B3C0C623DF06474D05;DEPARTAMENTO DE CIÊNCIAS BÁSICAS DA VIDA;DD8CA7EF93255E0BDC55EA10C375843D;A;5;5;4;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;0B116D66F5A786B3C0C623DF06474D05;DEPARTAMENTO DE CIÊNCIAS BÁSICAS DA VIDA;64823A5EBC144A2B45CFCC2CC548386F;A;4;3;4;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;0B116D66F5A786B3C0C623DF06474D05;DEPARTAMENTO DE CIÊNCIAS BÁSICAS DA VIDA;EB54C92739F52F921AACBDD077A88E74;A;4;3;4;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;0B116D66F5A786B3C0C623DF06474D05;DEPARTAMENTO DE CIÊNCIAS BÁSICAS DA VIDA;EB54C92739F52F921AACBDD077A88E74;C;4;3;4;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;AEC688449B94341B2459A103B963E680;DEPARTAMENTO DE CIÊNCIAS BÁSICAS DA VIDA;1693A94B010521FB0F085EE10739B782;A;5;4;5;5;5;5;5;5;5;5;5;3;5;4;5
2019;3;DOCENTE_TURMA;AEC688449B94341B2459A103B963E680;DEPARTAMENTO DE CIÊNCIAS BÁSICAS DA VIDA;7F47768D4FD69BF2361E5A6FC6D6241B;A;5;5;5;5;5;5;5;5;5;5;5;3;5;4;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;AEC688449B94341B2459A103B963E680;DEPARTAMENTO DE CIÊNCIAS BÁSICAS DA VIDA;83E18EFDC2286BFFB5AF8BEECCECB384;A;4;4;4;5;5;5;5;5;5;5;5;3;5;4;5
2019;3;DOCENTE_TURMA;7A55F11D8CEA6BC3826C14048AAC5207;DEP Nutrição - Campus Governador Valadares;100737B13EB589984FB5CA917ED06766;A;5;4;4;5;5;4;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;7A55F11D8CEA6BC3826C14048AAC5207;DEP Nutrição - Campus Governador Valadares;824137586ED5348067C51C37D240EA7F;A;5;4;4;5;5;4;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;7A55F11D8CEA6BC3826C14048AAC5207;DEP Nutrição - Campus Governador Valadares;4661F286B4A067F906E1B8D145B57D63;A;4;4;4;5;5;4;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;7A55F11D8CEA6BC3826C14048AAC5207;DEP Nutrição - Campus Governador Valadares;4661F286B4A067F906E1B8D145B57D63;B;4;4;4;5;5;4;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;7A55F11D8CEA6BC3826C14048AAC5207;DEP Nutrição - Campus Governador Valadares;86801E63FA0B5F06B1B41CFB2BC91949;A;5;4;4;5;5;4;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;4ABF9A575D591632E4A1B1A1EF9F5F51;DEPARTAMENTO DE CIÊNCIAS BÁSICAS DA VIDA;D1642E9BC90EFA4C0453654653938683;A;4;4;3;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;4ABF9A575D591632E4A1B1A1EF9F5F51;DEPARTAMENTO DE CIÊNCIAS BÁSICAS DA VIDA;C6B2732BB6C4DD20C3C2E09DF180B30C;A;4;4;3;5;5;5;5;5;5;5;5;5;5;5;5
