Ano;Período;Tipo Avaliacao;Professor;Departamento;Disciplina;Turma;A turma se mostrou motivada para estudar a disciplina.;A turma teve facilidade para acompanhar acompanhar as atividades da disciplina;A turma se empenhou em acompanhar as atividades da disciplina.;Você apresentou plano de ensino contendo: ementa, objetivos, metodologias de ensino, critérios de avaliação, conteúdos e bibliografia da disciplina.;Os conteúdos trabalhados na disciplina foram coerentes com os que foram apresentados no plano de ensino.;Você deu retorno sobre todas as avaliações realizadas: correções, discussão dos pontos principais, esclarecimentos sobre os erros cometidos.;Os recursos didáticos, audiovisuais, tecnológicos empregados pelo(a) docente contribuíram para que a aula fosse mais produtiva.;Você cumpriu a carga horária prevista no semestre para a disciplina.;O grau de dificuldade das avaliações foi compatível com as aulas ministradas.;A disciplina contribuiu na preparação para o exercício profissional.;A disciplina contribuiu para a aquisição de formação teórica/prática na área. ;A disciplina contribuiu para a aquisição de cultura geral.;Você dispôs de horário de atendimento extra-classe.; As notas de todas as avaliações parciais foram divulgadas no SIGA até 3 (três) dias antes da data da avaliação subsequente, conforme determina o RAG. ;Você manteve um comportamento respeitoso e cortês em relação aos discentes.
2019;3;DOCENTE_TURMA;2C7132FFD5A352FDD2BBAF83F1862D97;DEPTO DE MORFOLOGIA /ICB;9DDD09C8DC5D7615E59ECC705123E86A;D;4;5;4;0;5;0;5;5;3;4;5;3;0;0;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;E1895FADE43662BD73BAB73229F08D9C;DEPTO DE ENFERMAGEM BASICA /ENF;AF07B0326CBADD312C35F14A21EC3A55;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;E1895FADE43662BD73BAB73229F08D9C;DEPTO DE ENFERMAGEM BASICA /ENF;5EE01C6AC45EEA3E01929E387D803C1E;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;53BD3FDB14168DADA626B23DB0C20D1D;DEPTO DE ESTATISTICA /ICE;9773B6BB6229F3FFB0BD65DDD1B6E3BF;A;5;4;4;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;53BD3FDB14168DADA626B23DB0C20D1D;DEPTO DE ESTATISTICA /ICE;9B7A7A750862F0EAFA8A796CCFFA32CC;A;4;3;3;5;5;5;5;5;5;4;5;4;5;5;5
2019;3;DOCENTE_TURMA;53BD3FDB14168DADA626B23DB0C20D1D;DEPTO DE ESTATISTICA /ICE;FE74DAFB54A17BC0C40B1A6158DDA54B;A;5;4;4;5;5;4;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;53BD3FDB14168DADA626B23DB0C20D1D;DEPTO DE ESTATISTICA /ICE;4F61183778AD4A18CD89983AC354484D;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;B6F21935ACF757C2FCA2109F2D95FA09;DEP DE DIREITO PUBLICO FORMAL ETICA PROFISSIONAL;17F2A0F81B7D15C54E128A861174D7DC;M;4;4;3;5;5;4;4;5;4;5;5;4;4;5;5
2019;3;DOCENTE_TURMA;B6F21935ACF757C2FCA2109F2D95FA09;DEP DE DIREITO PUBLICO FORMAL ETICA PROFISSIONAL;17F2A0F81B7D15C54E128A861174D7DC;N;3;3;2;5;5;4;4;5;4;5;5;4;4;5;5
2019;3;DOCENTE_TURMA;28E1B6B34A6691BF5466C0B762B5715D;DEPARTAMENTO DE ENGENHARIA SANITARIA AMBIENTAL;9F24EB40C1F540C225BF42C5B7E463C9;A;5;5;4;5;5;4;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;28E1B6B34A6691BF5466C0B762B5715D;DEPARTAMENTO DE ENGENHARIA SANITARIA AMBIENTAL;6EEF32A489E0E4CF960061B32FE33F4E;A;5;4;3;5;5;4;5;4;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;530AB2D22418B6640117102D3982B5E1;DEPTO DE FINANCAS E CONTROLADORIA;D867BA08603A7902ABC3D590189241EF;A;4;5;4;5;5;5;5;5;5;5;5;0;3;5;5
2019;3;DOCENTE_TURMA;530AB2D22418B6640117102D3982B5E1;DEPTO DE FINANCAS E CONTROLADORIA;0BFBF353BBBC08EB3AF96DF16AFE60E4;B;3;4;4;5;5;4;4;5;5;5;5;5;3;5;5
2019;3;DOCENTE_TURMA;530AB2D22418B6640117102D3982B5E1;DEPTO DE FINANCAS E CONTROLADORIA;ECA42F369755544FB5B19125891FC944;A;2;2;3;5;4;4;4;5;5;5;5;0;3;5;5
2019;3;DOCENTE_TURMA;530AB2D22418B6640117102D3982B5E1;DEPTO DE FINANCAS E CONTROLADORIA;ECA42F369755544FB5B19125891FC944;B;2;2;3;5;4;4;4;5;5;5;5;0;3;5;5
2019;3;DOCENTE_TURMA;9D0BA86460BAC96B6B9F0438AA9F2657;DEPARTAMENTO DE EDUCAÇÃO;2AF14831454EC98D643BB716E4BC1328;A;5;5;5;5;5;3;5;5;5;5;5;5;4;3;5
2019;3;DOCENTE_TURMA;9D0BA86460BAC96B6B9F0438AA9F2657;DEPARTAMENTO DE EDUCAÇÃO;9A7E4000AF30B4B8D5E1272A99CF9660;A;5;5;5;5;5;3;5;5;5;5;5;5;4;3;5
2019;3;DOCENTE_TURMA;9D0BA86460BAC96B6B9F0438AA9F2657;DEPARTAMENTO DE EDUCAÇÃO;1DB6FCD966011D355EC40081F64C0968;A;5;4;5;5;5;4;5;5;5;5;5;5;4;3;5
2019;3;DOCENTE_TURMA;D519FEB63FA0D70A4053A4A410443D36;DEP DE DIREITO PUBLICO FORMAL ETICA PROFISSIONAL;8D69975EA4D6AF8602FDF40A2EE17A2D;N;5;4;4;5;5;4;3;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;D519FEB63FA0D70A4053A4A410443D36;DEP DE DIREITO PUBLICO FORMAL ETICA PROFISSIONAL;3A5745A4949A7AC23E4CC68303B1A6A5;E;4;4;4;5;5;5;3;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;3702AE5029C2C15804E422FB724AE704;DEPTO DE LETRAS ESTRANGEIRAS MODERNAS;F6202341B2911E29F5C23C17321F9026;A;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;3702AE5029C2C15804E422FB724AE704;DEPTO DE LETRAS ESTRANGEIRAS MODERNAS;60B1A79B6144A91259C155541C1A3E45;A;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;3702AE5029C2C15804E422FB724AE704;DEPTO DE LETRAS ESTRANGEIRAS MODERNAS;12496C710A08A7570F6710AC60217E38;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;81DC71DB11D39C780C2718CECA3D93A8;DEPTO DE CIRCUITOS ELETRICOS /ENG;65BBEA06F1A12A9D8AD85BC048A4B9D5;B;3;3;2;5;5;4;4;5;5;4;4;5;5;5;5
2019;3;DOCENTE_TURMA;81DC71DB11D39C780C2718CECA3D93A8;DEPTO DE CIRCUITOS ELETRICOS /ENG;FFB50A8AD595F69D943CDEA129B40BF2;A;3;3;2;5;5;4;4;5;5;4;4;5;5;5;5
2019;3;DOCENTE_TURMA;8B8985D5DDAFD7C3D90D1386D199AED4;DEPTO ENF MAT INFANTIL SAUDE PUBLIC /ENF;AD671820E3514C61CA90482A062CF7C7;A;5;4;5;5;5;5;5;5;5;5;5;5;4;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;8B8985D5DDAFD7C3D90D1386D199AED4;DEPTO ENF MAT INFANTIL SAUDE PUBLIC /ENF;217368B5C3966FB26E91B9E76441ADAC;A;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5
2019;3;DOCENTE_TURMA;3B6E9D9A55DE0A56069C36D8335F1EEA;DEPTO DE QUIMICA /ICE;6E6A47CA59D8A71EB15F6121152391AC;A;4;2;4;3;5;5;3;5;5;4;5;4;5;5;5
2019;3;DOCENTE_TURMA;4E4D0CBA484A31202054F6F92964A786;DEPTO DE TURISMO / ICH;CADD49D162C69C179C2D38A4544B3F44;A;5;4;4;5;5;5;5;5;4;5;5;5;5;3;5
2019;3;DOCENTE_TURMA;4E4D0CBA484A31202054F6F92964A786;DEPTO DE TURISMO / ICH;ECA5F9C7E9CB0F1CD8729F8DCE287123;A;4;4;4;5;5;5;5;5;4;5;5;5;5;3;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;943DC7849BA4A071933F7F20743D169B;DEPTO DE CIRCUITOS ELETRICOS /ENG;E46F79387FB8C0C5D84CF1CF4EA0D31C;C;1;1;1;5;4;5;3;5;4;5;3;0;5;5;5
2019;3;DOCENTE_TURMA;943DC7849BA4A071933F7F20743D169B;DEPTO DE ENERGIA ELETRICA /ENG;F16B89AB4C0BA1ADB0BDE77D862D7A73;A;4;4;5;5;5;3;4;5;5;3;4;0;5;4;4
2019;3;DOCENTE_TURMA;A0D15608572D1E28CFDA9DDFD2596050;DEPTO DE ARTES /IAD;76ECA86C639DDE472B7D9C5B9D900C51;B;3;4;3;5;5;5;5;5;5;5;5;5;5;3;5
2019;3;DOCENTE_TURMA;A0D15608572D1E28CFDA9DDFD2596050;DEPTO DE ARTES /IAD;CA636E4588B7132823BA91A0CBC2EF99;A;3;4;4;5;5;5;5;5;5;5;5;5;5;3;5
2019;3;DOCENTE_TURMA;A0D15608572D1E28CFDA9DDFD2596050;DEPTO DE ARTES /IAD;F5F5970A28BF303D55F857EB3B946A1B;A;4;4;4;5;5;5;5;5;5;5;5;5;5;3;5
2019;3;DOCENTE_TURMA;A0D15608572D1E28CFDA9DDFD2596050;DEPTO DE ARTES /IAD;AE45ECED7D67B751CA8F06B2C1D796FD;B;5;5;5;5;5;5;0;5;5;5;5;5;5;3;5
2019;3;DOCENTE_TURMA;A0D15608572D1E28CFDA9DDFD2596050;DEPTO DE ARTES /IAD;5FB24704273D198816A4AF52C3680DDA;B;5;5;5;5;5;5;0;5;5;5;5;5;5;3;5
2019;3;DOCENTE_TURMA;A0D15608572D1E28CFDA9DDFD2596050;DEPTO DE ARTES /IAD;7D1C7212FCF5C557B6BCE8AD5470ECA9;B;5;5;5;5;5;5;0;5;5;5;5;5;5;3;5
2019;3;DOCENTE_TURMA;A0D15608572D1E28CFDA9DDFD2596050;DEPTO DE ARTES /IAD;94F4D256660437C8C237036205D09BC3;A;5;5;5;5;5;5;0;5;0;5;5;5;5;0;5
2019;3;DOCENTE_TURMA;5614E5B4E152E3992E9FEC03B6512276;DEPTO DE CIENCIAS SOCIAIS/ICH;98CB39CEA61E38142D1074A0041D5F13;A;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;5614E5B4E152E3992E9FEC03B6512276;DEPTO DE CIENCIAS SOCIAIS/ICH;F0952C5DCFE89EDC8AE353B345AAFB38;A;3;5;3;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;BED98DEBCE0E390974D68C9D47C1B728;DEPTO DE TURISMO / ICH;2DCD6B773B45F3B9ACF2A82DA78F01CF;A;3;3;4;5;5;4;5;5;5;5;5;5;5;0;5
2019;3;DOCENTE_TURMA;BED98DEBCE0E390974D68C9D47C1B728;DEPTO DE TURISMO / ICH;7B3A30D000B3194909E50ACA8B1B869D;A;5;4;5;5;5;4;5;5;5;5;5;5;5;0;5
2019;3;DOCENTE_TURMA;BED98DEBCE0E390974D68C9D47C1B728;DEPTO DE TURISMO / ICH;AD5541DD5CBD1B3DB21307C9A3AEE0E5;A;5;4;5;5;5;4;5;5;5;5;5;5;5;0;5
2019;3;DOCENTE_TURMA;CAA52142320B0A108A57F299056FC241;DEPTO DE FINANCAS E CONTROLADORIA;7CF089A93B7062742D6F004B2702BADE;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;CAA52142320B0A108A57F299056FC241;DEPTO DE FINANCAS E CONTROLADORIA;7CF089A93B7062742D6F004B2702BADE;B;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;CAA52142320B0A108A57F299056FC241;DEPTO DE FINANCAS E CONTROLADORIA;0BFBF353BBBC08EB3AF96DF16AFE60E4;A;4;5;4;5;5;5;5;4;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;92148F7ACF120AD6CCE750BC7F54D8BA;DEPTO ENF MAT INFANTIL SAUDE PUBLIC /ENF;422BF014600C944098C2BC81AF0ED49F;A;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;B7A6DBEE8F128DCE3E641E7E67AEE33B;DEPTO DE FISICA /ICE;3B43320A7460C8E82A7A62171CFCA0AB;C;3;2;2;5;5;5;5;5;5;3;3;5;4;5;5
2019;3;DOCENTE_TURMA;B7A6DBEE8F128DCE3E641E7E67AEE33B;DEPTO DE FISICA /ICE;2CFF8BD677916D464DF05B90B76CCF65;A;4;3;4;5;5;5;3;5;4;4;4;5;4;5;5
2019;3;DOCENTE_TURMA;D8D3CEE8BEA077F6EB0CABB152B3D6AD;DEPTO DE TURISMO / ICH;2CC53F110BF2D4AC6045001E7A2D2571;A;5;5;5;5;5;4;5;5;5;5;5;5;4;4;5
2019;3;DOCENTE_TURMA;D8D3CEE8BEA077F6EB0CABB152B3D6AD;DEPTO DE TURISMO / ICH;114D269323318E3645877EC2F1D7867F;A;4;4;4;5;5;5;5;5;5;5;5;5;4;5;5
2019;3;DOCENTE_TURMA;D8D3CEE8BEA077F6EB0CABB152B3D6AD;DEPTO DE TURISMO / ICH;0DC16396990C6343FD585896E588E4C3;A;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5
2019;3;DOCENTE_TURMA;7F900D1E0FF1FAA9ED1B2D96AC99D108;DEPTO DE CIENCIA DA COMPUTACAO /ICE;50A2E037B66CB7570083D0ACB5B83B51;A;5;4;4;5;5;5;5;5;4;5;5;5;4;4;5
2019;3;DOCENTE_TURMA;7F900D1E0FF1FAA9ED1B2D96AC99D108;DEPTO DE CIENCIA DA COMPUTACAO /ICE;5F514993F77DB8F850936394060D9EA5;HH;5;4;4;5;5;5;5;5;4;5;5;5;4;4;5
2019;3;DOCENTE_TURMA;CCC3D5BB5FC32C7481B05B2E0877BE75;DEPTO DE CIENCIA DA COMPUTACAO /ICE;43F42768FBB96C7881E54A2CF6B5B3CE;A;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;CCC3D5BB5FC32C7481B05B2E0877BE75;DEPTO DE CIENCIA DA COMPUTACAO /ICE;78EF6E8BFAEEC17EFE434D0E55EDD4BD;A;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;8DB612BE6D28D0A16017B19135675162;DEPTO DE ENFERMAGEM BASICA /ENF;4A583F1C67B34AB3139F0D35B83ECEE2;A;5;5;5;5;5;5;5;5;5;5;5;0;5;5;5
2019;3;DOCENTE_TURMA;8DB612BE6D28D0A16017B19135675162;DEPTO DE ENFERMAGEM BASICA /ENF;5045B76FD0176523AADF50EF7D2855DD;B;5;5;5;5;5;5;5;5;0;5;5;0;5;5;5
2019;3;DOCENTE_TURMA;8DB612BE6D28D0A16017B19135675162;DEPTO DE ENFERMAGEM BASICA /ENF;A3F8D678BD06EFDBD0DB5DB1124A44E3;C;5;5;5;5;5;5;5;5;0;5;5;0;5;5;5
2019;3;DOCENTE_TURMA;44D68FFFFACB1BA29A844E5CDD50BAAC;DEPARTAMENTO DE NUTRICAO;F6331033B165D06AB31917D5EB4CDE4D;A;5;5;4;5;5;5;4;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;44D68FFFFACB1BA29A844E5CDD50BAAC;DEPARTAMENTO DE NUTRICAO;6834B643C749C2AAF6812E77407C7CF0;A;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;2664035AFA571DFD9D115CF72A16EE93;DEPTO DE FINANCAS E CONTROLADORIA;8AD371E5D86FD07A4B38C6A3B80CE1D7;A;2;3;2;5;5;5;3;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;2664035AFA571DFD9D115CF72A16EE93;DEPTO DE FINANCAS E CONTROLADORIA;E1B8572272AC60D5B73A73D35FA59896;B;4;4;4;5;4;5;3;5;4;4;4;4;5;5;5
2019;3;DOCENTE_TURMA;C9AAEA46ABF1C0911CF85BEDB1509E6C;DEPTO DE FILOSOFIA /ICHL;7372E5413070D1528D6BEC1E3082F08F;B;4;3;3;5;5;5;3;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;C9AAEA46ABF1C0911CF85BEDB1509E6C;DEPTO DE FILOSOFIA /ICHL;FDC48D87E0296A513A3CEE3F2D416A48;A;5;3;4;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;60D0833C513AEB28898D4732A2116DAD;DEPTO DE CIENCIAS ADMINISTRATIVAS;74DFBCFF07E94253D7992112A8446D3A;B;4;3;4;5;5;4;4;5;4;5;5;4;4;3;5
2019;3;DOCENTE_TURMA;60D0833C513AEB28898D4732A2116DAD;DEPTO DE CIENCIAS ADMINISTRATIVAS;8E60E90BAC51609E16AB817EBC7C13B4;A;5;4;5;5;5;4;4;5;4;5;5;4;4;3;5
2019;3;DOCENTE_TURMA;354C9AF03F1D3CB4033BD71B938EE742;DEPTO DE PSICOLOGIA /ICH;1D74D50CAC9DECD39C93D344E73B8CB7;A;5;5;5;0;5;4;0;5;5;5;5;5;5;0;5
2019;3;DOCENTE_TURMA;354C9AF03F1D3CB4033BD71B938EE742;DEPTO DE PSICOLOGIA /ICH;A95D2918083E31731F96F70150D6B4CA;A;3;3;3;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;DB557911A60C7EC8F7096B17FEDE0587;DEPTO DE TRANSPORTES E GEOTECNIA -TRN;BACF6EEFC39CBBBC135D88BEC6293730;A;3;3;3;5;5;5;4;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;DB557911A60C7EC8F7096B17FEDE0587;DEPTO DE TRANSPORTES E GEOTECNIA -TRN;D8BFC9732F6EC3655F3EB64F80A759A5;A;4;4;4;5;5;5;4;5;5;5;5;4;5;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;02566E9786A871D5733B8A464423450D;DEPARTAMENTO DE NUTRICAO;99D605C0B85AB93DFD29C5371C446F9F;A;3;3;2;5;5;5;5;;5;4;4;4;5;5;5
2019;3;DOCENTE_TURMA;02566E9786A871D5733B8A464423450D;DEPARTAMENTO DE NUTRICAO;27E61047BE70D21D511C37C59A017B01;A;4;5;5;5;5;5;5;;5;5;5;4;5;4;5
2019;3;DOCENTE_TURMA;02566E9786A871D5733B8A464423450D;DEPARTAMENTO DE NUTRICAO;8CA446B287F834C970F78CA8D6C146FC;A;3;5;4;5;5;5;5;;5;4;5;4;5;4;5
2019;3;DOCENTE_TURMA;55DE50E52293B25F874D960624E8609C;DEPTO DE ARTES /IAD;ED7E4601C575F9D29A919EF2C102E80F;A;5;5;5;5;5;5;5;5;5;5;5;5;4;1;5
2019;3;DOCENTE_TURMA;87DB0C6103574A1912B880725B413698;DEPTO DE CIENCIA DA COMPUTACAO /ICE;4D14B7E65B7FBE4966FB3A31B9A85632;A;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;87DB0C6103574A1912B880725B413698;DEPTO DE CIENCIA DA COMPUTACAO /ICE;AD0E0D2F1FEDDD83BAD836F5FAEEEAEA;A;4;3;4;5;5;5;5;5;5;5;5;3;5;5;5
2019;3;DOCENTE_TURMA;75166F9A4614EE5FA17FC4CF6F588054;DEPARTAMENTO DE ENGENHARIA SANITARIA AMBIENTAL;90EEAA781B1FE0E2EE51600420C0DA59;E;3;4;3;5;5;5;4;5;5;4;4;5;5;5;5
2019;3;DOCENTE_TURMA;75166F9A4614EE5FA17FC4CF6F588054;DEPARTAMENTO DE ENGENHARIA SANITARIA AMBIENTAL;C0113111C8B2A0FFBE5275D300FE2681;A;5;4;4;5;5;5;4;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;75166F9A4614EE5FA17FC4CF6F588054;DEPARTAMENTO DE ENGENHARIA SANITARIA AMBIENTAL;E2B9D7ABBF9D19E867EE911138D52989;A;4;5;5;5;5;5;4;5;5;4;4;4;5;4;5
2019;3;DOCENTE_TURMA;0A0DF0C6D9DAF3432201AB45FAB762A5;DEPTO DE CIRCUITOS ELETRICOS /ENG;CD54BF9E36C4D32FE93FE7829E9DE60C;C;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;0A0DF0C6D9DAF3432201AB45FAB762A5;DEPTO DE CIRCUITOS ELETRICOS /ENG;D23C4E683AA9C064BC3C4131FA4AFD04;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;0A0DF0C6D9DAF3432201AB45FAB762A5;DEPTO DE CIRCUITOS ELETRICOS /ENG;AECC3DF3F9673351F9633FF0296DFE59;A;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;0CEDB1CE9749FBA0283D9ABF46CF6A98;DEPTO DE CIENCIA DA COMPUTACAO /ICE;1C342ED2E4F89813DE41C308AB3F0CE1;X;4;4;5;5;5;5;4;5;5;4;5;2;5;5;5
2019;3;DOCENTE_TURMA;9D1BAD18416A3785C9DC5612102D3D96;DEPTO DE TRANSPORTES E GEOTECNIA -TRN;9A10B4894C76C2A8754CF34B5E3DD865;A;4;4;4;5;5;4;5;5;5;5;5;3;4;5;5
2019;3;DOCENTE_TURMA;9D1BAD18416A3785C9DC5612102D3D96;DEPTO DE TRANSPORTES E GEOTECNIA -TRN;322386255CF902F76C5FD94D19A26B13;A;4;5;4;5;5;4;5;5;5;4;5;4;4;5;5
2019;3;DOCENTE_TURMA;9D1BAD18416A3785C9DC5612102D3D96;DEPTO DE TRANSPORTES E GEOTECNIA -TRN;F67FC873F31DE2804FE574152B4D4E4C;A;5;4;4;5;5;4;5;5;5;5;5;3;4;5;5
2019;3;DOCENTE_TURMA;423B41214B91BF5269D019F6AAE5FB26;DEPTO DE CLINICA MEDICA /MED;C222E27D4EA12E2B126E4008F883B752;A;4;4;4;5;5;5;4;5;4;4;4;4;4;5;5
2019;3;DOCENTE_TURMA;423B41214B91BF5269D019F6AAE5FB26;DEPTO DE CLINICA MEDICA /MED;C222E27D4EA12E2B126E4008F883B752;B;4;4;4;5;5;5;4;5;4;4;4;4;4;5;5
2019;3;DOCENTE_TURMA;423B41214B91BF5269D019F6AAE5FB26;DEPTO DE CLINICA MEDICA /MED;C222E27D4EA12E2B126E4008F883B752;C;4;4;4;5;5;5;4;5;4;4;4;4;4;5;5
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#
2019;3;DOCENTE_TURMA;423B41214B91BF5269D019F6AAE5FB26;DEPTO MATERNO INFANTIL /MED;D6DDC03E1DCBED14BD6E8FA4B1250166;A;3;4;5;5;5;5;4;5;4;4;4;4;4;5;5
2019;3;DOCENTE_TURMA;6FFE96ACBDFEBD4CD5E45A0EE87EB2E8;DEPTO DE CIENCIA DA COMPUTACAO /ICE;D563F2AC4202F7426DF911187C5AC9A8;A;5;5;4;5;5;5;5;5;4;5;5;5;5;5;5
2019;3;DOCENTE_TURMA;6FFE96ACBDFEBD4CD5E45A0EE87EB2E8;DEPTO DE CIENCIA DA COMPUTACAO /ICE;68AA4C5F95BBC9ED33C5D73FEFE89E57;A;4;4;3;5;5;5;5;5;5;3;4;5;5;5;5
2019;3;DOCENTE_TURMA;449B9437051A6FCCFE892E5039890563;DEPTO DE CIENCIA DA COMPUTACAO /ICE;B4209A0CB6B9E85D9E155DDA3F60F6EA;B;3;3;3;5;5;5;5;5;5;5;5;0;5;5;5
2019;3;DOCENTE_TURMA;449B9437051A6FCCFE892E5039890563;DEPTO DE CIENCIA DA COMPUTACAO /ICE;C76736D4E05977CDE552413567E72A9D;A;2;3;2;5;5;5;4;5;5;5;5;0;5;4;5
2019;3;DOCENTE_TURMA;CBC451EBCAF006809DBDA0A772041AF7;DEPTO DE ENERGIA ELETRICA /ENG;ACDC6CA44D15F6B9A4136255FC04E65F;A;3;5;4;5;5;3;1;5;5;4;4;3;3;0;5
2019;3;DOCENTE_TURMA;CBC451EBCAF006809DBDA0A772041AF7;DEPTO DE ENERGIA ELETRICA /ENG;ACDC6CA44D15F6B9A4136255FC04E65F;B;3;5;4;5;5;3;1;5;5;4;4;3;3;0;5
2019;3;DOCENTE_TURMA;CBC451EBCAF006809DBDA0A772041AF7;DEPTO DE ENERGIA ELETRICA /ENG;D9FCD9C98D87B2CD9A841BB0902A269A;A;2;2;1;5;5;4;1;5;5;4;4;3;4;5;5
2019;3;DOCENTE_TURMA;2A7ECA601E07E398C27D337C4FCCF11E;DEPTO DE DIREITO PRIVADO /DIR;FA7D5DF789E78A93F8EE780E4186E63E;N;5;5;5;5;5;5;4;5;5;5;4;4;5;5;5
2019;3;DOCENTE_TURMA;2A7ECA601E07E398C27D337C4FCCF11E;DEPTO DE DIREITO PRIVADO /DIR;FA7D5DF789E78A93F8EE780E4186E63E;M;5;5;5;5;5;5;4;5;5;5;4;4;5;5;5
2019;3;DOCENTE_TURMA;A9AFE9283863F80F3564E06C97C47FD6;DEPARTAMENTO DE EDUCAÇÃO;036CCCCA74E8918268E3C2E1D444563C;A;5;5;5;5;5;5;5;5;4;4;4;2;2;5;5
2019;3;DOCENTE_TURMA;A9AFE9283863F80F3564E06C97C47FD6;DEPARTAMENTO DE EDUCAÇÃO;6466E9832DDD5204B26C235B924BE498;A;4;5;4;5;5;5;5;5;3;5;5;2;5;1;5
2019;3;DOCENTE_TURMA;C5D7DE1F9349727B90A81BD08E8EA79E;DEPTO DE ESTATISTICA /ICE;CA718678A997ADA94334BCBD0EBC50B3;A;4;4;5;5;5;3;5;5;5;4;4;4;5;5;5
2019;3;DOCENTE_TURMA;C5D7DE1F9349727B90A81BD08E8EA79E;DEPTO DE ESTATISTICA /ICE;70234A18873B89C91007EF87223A2675;D;5;4;4;5;5;5;5;5;5;4;4;4;5;5;5
2019;3;DOCENTE_TURMA;C5D7DE1F9349727B90A81BD08E8EA79E;DEPTO DE ESTATISTICA /ICE;A0BCAEDFB91290C8EDD35AFA0DB6B665;A;5;3;4;5;5;4;5;5;5;4;5;4;5;5;5
2019;3;DOCENTE_TURMA;26DB00A7AFA46C597D86CA639FCEABB6;DEPTO DE CIENCIA DA COMPUTACAO /ICE;00F8A761BD443B94F1BA69720D1CC48F;E;4;4;4;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;DOCENTE_TURMA;26DB00A7AFA46C597D86CA639FCEABB6;DEPTO DE CIENCIA DA COMPUTACAO /ICE;7E532636360F1AAB9A80AF73743C7B88;B;4;4;4;5;5;5;5;5;5;5;5;4;5;5;5
